B,S,O,inning,base_state,P(Swing),P(Contact),P(Whiff),P(Foul),P(Ball),P(Strike),P(Hit),P(Out),P(Struck Out),P(Home Run),P(Extra Base Hit),P(In Play),P(Walk),P(Hit By Pitch),P(Error),P(Sacrifice),Statistically Relevant
0,0,2,2,0-1-0,31.5%,71.6%,28.4%,37.0%,37.8%,51.3%,3.5%,7.2%,0%,0.8%,1.4%,10.9%,0%,0.4%,0.2%,0%,Yes
0,0,2,2,0-0-1,32.4%,72.5%,27.5%,36.7%,41.2%,47.2%,3.0%,8.5%,0%,0.5%,1.0%,11.6%,0%,0%,0.1%,0%,Yes
0,0,2,2,1-1-0,32.3%,69.6%,30.4%,36.3%,39.3%,50.0%,4.1%,6.4%,0%,0.6%,1.7%,10.8%,0%,0.5%,0.2%,0%,Yes
0,0,2,2,1-0-1,33.6%,74.6%,25.4%,39.9%,42.2%,46.2%,4.8%,6.6%,0%,1.0%,1.6%,11.6%,0%,0.6%,0.2%,0%,Yes
0,0,2,2,0-1-1,34.0%,82.3%,17.7%,38.3%,38.3%,46.7%,4.8%,10.1%,0%,0.2%,1.2%,14.9%,0%,0.2%,0%,0%,Yes
0,0,2,2,1-1-1,36.6%,74.0%,26.0%,41.8%,40.6%,47.6%,2.8%,8.4%,0%,1.1%,1.4%,11.8%,0%,0.2%,0.4%,0%,Yes
0,0,2,3,0-0-0,29.2%,76.3%,23.7%,39.2%,39.0%,50.2%,3.5%,7.2%,0%,0.6%,1.3%,10.8%,0%,0.2%,0.1%,0%,Yes
0,0,2,3,1-0-0,34.1%,76.7%,23.3%,40.4%,40.1%,47.5%,4.6%,7.7%,0%,0.9%,1.6%,12.4%,0%,0.3%,0.1%,0%,Yes
0,0,2,3,0-1-0,33.3%,72.9%,27.1%,38.0%,41.4%,47.0%,3.4%,8.1%,0%,0.4%,1.4%,11.6%,0%,0.4%,0.1%,0%,Yes
0,0,2,3,0-0-1,36.3%,70.8%,29.2%,37.3%,40.6%,47.3%,3.7%,8.4%,0%,0.9%,1.3%,12.1%,0%,0.3%,0%,0%,Yes
0,0,2,3,1-1-0,34.3%,75.6%,24.4%,43.3%,38.6%,50.3%,3.4%,7.6%,0%,0.7%,1.6%,11.1%,0%,0.3%,0.1%,0%,Yes
0,0,2,3,1-0-1,37.1%,71.9%,28.1%,42.1%,40.4%,48.5%,4.1%,6.6%,0%,1.0%,1.5%,11.1%,0%,0.3%,0.2%,0%,Yes
0,0,2,3,0-1-1,39.9%,75.3%,24.7%,40.6%,36.6%,49.5%,4.9%,8.9%,0%,0.9%,1.9%,13.8%,0%,0.2%,0%,0%,Yes
0,0,2,3,1-1-1,34.6%,70.3%,29.7%,33.5%,39.3%,47.9%,4.5%,8.1%,0%,0.9%,1.5%,12.7%,0%,0.2%,0.2%,0%,Yes
0,0,2,4,0-0-0,31.3%,73.7%,26.3%,38.2%,37.3%,51.6%,3.8%,7.3%,0%,0.6%,1.4%,11.1%,0%,0.1%,0.0%,0%,Yes
0,0,2,4,1-0-0,34.3%,75.2%,24.8%,37.8%,39.4%,47.7%,4.3%,8.4%,0%,0.6%,1.7%,12.8%,0%,0.3%,0.1%,0%,Yes
0,0,2,4,0-1-0,35.8%,74.6%,25.4%,36.8%,40.1%,46.4%,4.7%,8.7%,0%,0.6%,1.8%,13.6%,0%,0.2%,0.2%,0%,Yes
0,0,2,4,0-0-1,37.3%,70.0%,30.0%,36.0%,39.1%,48.2%,3.6%,9.0%,0%,0.5%,1.1%,12.6%,0%,0.4%,0.1%,0%,Yes
0,0,2,4,1-1-0,36.2%,73.1%,26.9%,36.1%,38.9%,47.7%,5.1%,8.2%,0%,0.9%,2.3%,13.4%,0%,0.4%,0%,0%,Yes
0,0,2,4,1-0-1,38.6%,73.3%,26.7%,38.1%,37.4%,49.0%,4.0%,9.6%,0%,0.2%,1.4%,13.6%,0%,0.2%,0%,0%,Yes
0,0,2,4,0-1-1,35.1%,72.3%,27.7%,36.5%,38.4%,49.0%,4.4%,8.2%,0%,1.1%,2.2%,12.6%,0%,0.2%,0%,0%,Yes
0,0,2,4,1-1-1,37.2%,71.5%,28.5%,30.5%,35.2%,49.5%,4.3%,10.8%,0%,0.6%,2.4%,15.3%,0%,0%,0.2%,0%,Yes
0,0,2,5,0-0-0,31.1%,73.0%,27.0%,37.3%,37.5%,51.4%,3.5%,7.5%,0%,0.6%,1.3%,11.1%,0%,0.2%,0.1%,0%,Yes
0,0,2,5,1-0-0,36.2%,77.2%,22.8%,40.6%,38.5%,48.2%,4.1%,9.0%,0%,0.4%,1.6%,13.2%,0%,0.2%,0.2%,0%,Yes
0,0,2,5,0-1-0,35.7%,72.7%,27.3%,37.3%,40.3%,47.1%,3.8%,8.7%,0%,0.7%,1.5%,12.6%,0%,0.1%,0.1%,0%,Yes
0,0,2,5,0-0-1,33.5%,73.8%,26.2%,39.5%,40.9%,47.6%,3.8%,7.5%,0%,0.3%,1.3%,11.5%,0%,0.3%,0.1%,0%,Yes
0,0,2,5,1-1-0,34.7%,70.6%,29.4%,39.0%,40.6%,48.4%,4.1%,6.7%,0%,0.6%,1.6%,11.0%,0%,0.5%,0.1%,0%,Yes
0,0,2,5,1-0-1,36.8%,72.0%,28.0%,39.7%,36.5%,51.6%,3.8%,7.9%,0%,0.5%,1.6%,11.9%,0%,0%,0.2%,0%,Yes
0,0,2,5,0-1-1,32.7%,72.0%,28.0%,31.3%,42.0%,44.7%,4.4%,8.9%,0%,0.7%,1.1%,13.3%,0%,0.2%,0%,0%,Yes
0,0,2,5,1-1-1,35.7%,75.1%,24.9%,40.5%,41.0%,46.7%,4.5%,7.7%,0%,0.3%,1.4%,12.3%,0%,0.5%,0.2%,0%,Yes
0,0,2,6,0-0-0,32.1%,74.4%,25.6%,37.7%,37.6%,50.7%,4.0%,7.7%,0%,0.7%,1.6%,11.8%,0%,0.2%,0.1%,0%,Yes
0,0,2,6,1-0-0,34.1%,74.4%,25.6%,40.6%,38.3%,50.1%,4.0%,7.4%,0%,0.8%,1.8%,11.5%,0%,0.3%,0.1%,0%,Yes
0,0,2,6,0-1-0,33.3%,72.7%,27.3%,36.8%,39.0%,49.1%,5.1%,6.8%,0%,0.9%,2.3%,11.9%,0%,0.1%,0%,0%,Yes
0,0,2,6,0-0-1,32.1%,69.1%,30.9%,39.0%,41.8%,48.5%,2.3%,7.4%,0%,0.3%,0.4%,9.7%,0%,0.5%,0%,0%,Yes
0,0,2,6,1-1-0,34.1%,71.8%,28.2%,36.5%,40.4%,47.6%,4.7%,7.2%,0%,0.4%,1.5%,12.0%,0%,0.2%,0.1%,0%,Yes
0,0,2,6,1-0-1,35.6%,76.1%,23.9%,41.1%,39.0%,48.5%,4.6%,7.6%,0%,0.6%,1.3%,12.5%,0%,0.3%,0.3%,0%,Yes
0,0,2,6,0-1-1,29.6%,77.3%,22.7%,39.7%,44.5%,44.3%,3.2%,8.0%,0%,0.8%,1.1%,11.1%,0%,0.2%,0%,0%,Yes
0,0,2,6,1-1-1,33.4%,73.8%,26.2%,44.6%,37.1%,53.1%,4.5%,5.3%,0%,0.6%,1.5%,9.7%,0%,0.8%,0%,0%,Yes
0,0,2,7,0-0-0,30.2%,72.7%,27.3%,39.8%,38.7%,51.3%,3.0%,6.7%,0%,0.4%,1.0%,9.9%,0%,0.2%,0.1%,0%,Yes
0,0,2,7,1-0-0,32.5%,75.5%,24.5%,41.2%,39.9%,49.0%,3.6%,7.5%,0%,0.5%,1.3%,11.2%,0%,0.3%,0.0%,0%,Yes
0,0,2,7,0-1-0,32.0%,73.7%,26.3%,38.3%,40.9%,47.7%,4.2%,6.9%,0%,0.5%,1.2%,11.3%,0%,0.6%,0.3%,0%,Yes
0,0,2,7,0-0-1,30.4%,71.7%,28.3%,34.3%,42.2%,46.4%,3.2%,8.1%,0%,0.2%,0.5%,11.4%,0%,0%,0%,0%,Yes
0,0,2,7,1-1-0,35.4%,68.7%,31.3%,37.3%,38.6%,50.2%,3.0%,8.0%,0%,0.4%,1.2%,11.1%,0%,0.4%,0.1%,0%,Yes
0,0,2,7,1-0-1,33.5%,70.6%,29.4%,42.7%,42.1%,48.5%,3.2%,6.1%,0%,0.6%,1.0%,9.3%,0%,0.1%,0.1%,0%,Yes
0,0,2,7,0-1-1,29.3%,70.5%,29.5%,39.4%,42.9%,48.0%,4.4%,4.7%,0%,0.4%,1.6%,9.1%,0%,0%,0%,0%,Yes
0,0,2,7,1-1-1,31.1%,69.8%,30.2%,37.5%,39.8%,50.1%,3.2%,6.8%,0%,0.7%,1.1%,10.1%,0%,0.3%,0%,0%,Yes
0,0,2,8,0-0-0,31.1%,71.7%,28.3%,38.7%,38.9%,50.9%,3.2%,7.0%,0%,0.3%,0.9%,10.3%,0%,0.2%,0.1%,0%,Yes
0,0,2,8,1-0-0,33.9%,72.1%,27.9%,37.0%,38.7%,49.4%,4.1%,7.7%,0%,0.6%,1.3%,11.9%,0%,0.2%,0.1%,0%,Yes
0,0,2,8,0-1-0,31.3%,69.8%,30.2%,37.7%,41.6%,48.3%,4.2%,5.8%,0%,0.6%,1.8%,10.0%,0%,0.4%,0.1%,0%,Yes
0,0,2,8,0-0-1,33.1%,68.6%,31.4%,37.3%,37.7%,52.0%,2.7%,7.7%,0%,0.6%,0.9%,10.4%,0%,0.3%,0%,0%,Yes
0,0,2,8,1-1-0,34.3%,73.4%,26.6%,38.2%,39.0%,49.0%,4.1%,7.9%,0%,0.9%,1.9%,12.1%,0%,0.2%,0.1%,0%,Yes
0,0,2,8,1-0-1,33.4%,69.3%,30.7%,35.4%,40.6%,48.1%,5.0%,6.3%,0%,0.2%,1.6%,11.3%,0%,0.4%,0.1%,0%,Yes
0,0,2,8,0-1-1,30.3%,77.8%,22.2%,34.9%,41.3%,45.7%,3.8%,9.1%,0%,0.5%,1.2%,13.0%,0%,0.2%,0%,0%,Yes
0,0,2,8,1-1-1,32.0%,73.0%,27.0%,38.4%,38.3%,50.6%,4.3%,6.7%,0%,0.5%,1.1%,11.1%,0%,0.3%,0%,0%,Yes
0,0,2,9,0-0-0,32.8%,70.7%,29.3%,38.0%,37.7%,51.6%,3.4%,7.3%,0%,0.3%,1.1%,10.8%,0%,0.3%,0.1%,0%,Yes
0,0,2,9,1-0-0,33.5%,71.2%,28.8%,41.6%,38.9%,51.2%,3.4%,6.4%,0%,0.5%,1.5%,9.9%,0%,0.2%,0.1%,0%,Yes
0,0,2,9,0-1-0,30.9%,70.3%,29.7%,34.4%,39.3%,49.6%,3.6%,7.5%,0%,1.0%,1.2%,11.1%,0%,0.3%,0%,0%,Yes
0,0,2,9,0-0-1,29.6%,72.5%,27.5%,32.4%,41.5%,46.6%,3.5%,8.1%,0%,0.4%,1.0%,11.9%,0%,0.2%,0.2%,0%,Yes
0,0,2,9,1-1-0,31.8%,68.4%,31.6%,37.3%,39.6%,50.5%,3.1%,6.7%,0%,0.4%,1.2%,9.9%,0%,0.4%,0.1%,0%,Yes
0,0,2,9,1-0-1,36.0%,76.9%,23.1%,41.9%,38.0%,49.4%,4.2%,8.4%,0%,1.0%,1.1%,12.6%,0%,0.4%,0%,0%,Yes
0,0,2,9,0-1-1,39.1%,73.3%,26.7%,38.2%,40.0%,46.3%,5.7%,8.1%,0%,0.6%,1.8%,13.7%,0%,0.6%,0%,0%,Yes
0,0,2,9,1-1-1,31.4%,76.4%,23.6%,41.6%,41.9%,47.2%,3.9%,7.1%,0%,0.5%,0.7%,11.0%,0%,0.2%,0%,0%,Yes
0,1,0,1,0-0-0,45.9%,77.8%,22.2%,40.4%,41.2%,41.6%,5.7%,11.3%,0%,0.8%,2.0%,17.2%,0%,0.3%,0.2%,0%,Yes
0,1,0,1,1-0-0,48.0%,79.1%,20.9%,43.8%,39.8%,43.3%,5.2%,11.5%,0%,0.3%,1.3%,16.9%,0%,0.3%,0%,0.2%,Yes
0,1,0,1,0-1-0,48.6%,78.6%,21.4%,43.7%,41.4%,41.6%,5.7%,11.1%,0%,0.9%,2.0%,17.0%,0%,0.5%,0.2%,0%,Yes
0,1,0,1,1-1-0,52.7%,76.4%,23.6%,36.2%,37.0%,41.8%,7.1%,14.1%,0%,0.9%,2.4%,21.2%,0%,0%,0%,0%,Yes
0,1,0,1,1-0-1,49.0%,77.9%,22.1%,37.7%,42.7%,37.6%,7.6%,11.5%,0%,0%,1.9%,19.7%,0%,0.6%,0%,3.8%,Yes
0,1,0,1,1-1-1,57.4%,74.3%,25.7%,39.2%,34.9%,45.0%,5.4%,14.0%,0%,0.8%,1.6%,20.2%,0%,0%,0.8%,3.9%,Yes
0,1,0,2,0-0-0,47.5%,75.3%,24.7%,39.5%,40.5%,42.5%,5.7%,11.1%,0%,0.7%,2.0%,17.0%,0%,0.3%,0.2%,0%,Yes
0,1,0,2,1-0-0,50.2%,76.8%,23.2%,41.5%,38.3%,43.9%,6.3%,11.2%,0%,1.1%,2.4%,17.7%,0%,0.5%,0.1%,0.2%,Yes
0,1,0,2,0-1-0,51.2%,83.7%,16.3%,40.9%,40.1%,37.9%,6.7%,15.3%,0%,0.7%,2.2%,21.9%,0%,0.2%,0%,0%,Yes
0,1,0,2,1-1-0,50.8%,82.4%,17.6%,44.2%,37.8%,42.9%,6.4%,12.8%,0%,0.8%,1.3%,19.4%,0%,0.3%,0%,3.3%,Yes
0,1,0,2,1-0-1,61.0%,80.0%,20.0%,37.3%,29.3%,44.7%,9.8%,16.3%,0%,0.8%,2.4%,26.0%,0%,0.8%,0%,4.1%,Yes
0,1,0,2,0-1-1,49.0%,73.5%,26.5%,40.8%,35.0%,49.0%,5.0%,10.0%,0%,0%,2.0%,16.0%,0%,0%,0%,4.0%,Yes
0,1,0,2,1-1-1,52.1%,75.8%,24.2%,38.7%,39.5%,41.2%,4.2%,15.1%,0%,0%,0.8%,19.3%,0%,0.8%,0%,2.5%,Yes
0,1,0,3,0-0-0,46.8%,76.2%,23.8%,38.2%,41.3%,40.9%,5.5%,12.1%,0%,0.6%,1.8%,17.8%,0%,0.2%,0.2%,0%,Yes
0,1,0,3,1-0-0,50.0%,77.3%,22.7%,38.3%,39.1%,41.4%,6.3%,13.0%,0%,1.1%,2.9%,19.5%,0%,0.4%,0.1%,0.4%,Yes
0,1,0,3,0-1-0,48.2%,81.5%,18.5%,41.7%,41.1%,39.7%,5.3%,13.7%,0%,0.7%,1.1%,19.2%,0%,0.7%,0%,0.9%,Yes
0,1,0,3,1-1-0,49.7%,79.1%,20.9%,36.6%,39.6%,39.3%,6.2%,14.6%,0%,0.5%,1.6%,21.1%,0%,0.5%,0%,0.8%,Yes
0,1,0,3,1-0-1,61.7%,89.2%,10.8%,43.2%,34.2%,37.5%,8.3%,20.0%,0%,0.8%,2.5%,28.3%,0%,0%,0%,8.3%,Yes
0,1,0,3,1-1-1,56.2%,71.2%,28.8%,33.9%,34.3%,44.8%,4.8%,15.2%,0%,0%,1.0%,21.0%,0%,1.0%,0%,3.8%,Yes
0,1,0,4,0-0-0,47.9%,75.7%,24.3%,39.2%,41.0%,41.5%,5.6%,11.6%,0%,0.8%,2.3%,17.5%,0%,0.3%,0.3%,0%,Yes
0,1,0,4,1-0-0,51.1%,78.2%,21.8%,41.3%,38.1%,43.0%,6.6%,12.1%,0%,0.6%,1.9%,18.8%,0%,0.1%,0%,0.1%,Yes
0,1,0,4,0-1-0,54.1%,77.6%,22.4%,35.4%,37.0%,40.2%,5.9%,16.7%,0%,0.7%,1.1%,22.8%,0%,0%,0.2%,0.7%,Yes
0,1,0,4,1-1-0,48.7%,73.5%,26.5%,37.3%,38.9%,43.4%,6.3%,11.3%,0%,1.1%,2.4%,17.6%,0%,0.3%,0%,1.8%,Yes
0,1,0,4,1-0-1,57.6%,83.9%,16.1%,51.7%,32.5%,49.0%,8.6%,9.3%,0%,1.3%,3.3%,18.5%,0%,0%,0%,4.0%,Yes
0,1,0,5,0-0-0,47.7%,75.6%,24.4%,38.3%,41.0%,41.2%,5.4%,12.2%,0%,0.7%,1.8%,17.8%,0%,0.3%,0.2%,0%,Yes
0,1,0,5,1-0-0,49.9%,80.3%,19.7%,42.2%,38.6%,42.4%,5.8%,13.0%,0%,0.8%,2.1%,19.0%,0%,0.5%,0.1%,0.6%,Yes
0,1,0,5,0-1-0,52.4%,77.3%,22.7%,34.3%,35.9%,41.5%,8.5%,13.8%,0%,0.5%,2.2%,22.6%,0%,0%,0%,1.0%,Yes
0,1,0,5,1-1-0,51.4%,79.4%,20.6%,38.7%,37.7%,41.3%,7.0%,13.4%,0%,0.8%,2.3%,20.9%,0%,0.8%,0%,2.3%,Yes
0,1,0,5,1-0-1,57.8%,87.1%,12.9%,47.1%,35.4%,41.5%,9.5%,13.6%,0%,2.0%,4.1%,23.1%,0%,0%,0%,4.8%,Yes
0,1,0,5,1-1-1,51.0%,69.2%,30.8%,38.5%,40.2%,44.1%,3.9%,11.8%,0%,0%,1.0%,15.7%,0%,0%,0%,2.9%,Yes
0,1,0,6,0-0-0,47.7%,75.9%,24.1%,39.7%,41.9%,40.8%,5.6%,11.6%,0%,0.6%,2.1%,17.3%,0%,0.3%,0.1%,0%,Yes
0,1,0,6,1-0-0,48.8%,78.8%,21.2%,38.6%,40.4%,40.1%,6.5%,12.9%,0%,0.9%,1.7%,19.6%,0%,0.4%,0%,0.5%,Yes
0,1,0,6,0-1-0,52.3%,75.9%,24.1%,31.5%,37.6%,39.2%,7.5%,15.5%,0%,0.5%,2.6%,23.2%,0%,0.3%,0.3%,1.3%,Yes
0,1,0,6,1-1-0,44.6%,76.5%,23.5%,35.0%,43.5%,38.0%,5.3%,12.9%,0%,0.6%,1.4%,18.5%,0%,0.4%,0%,1.6%,Yes
0,1,0,6,1-0-1,56.6%,75.3%,24.7%,42.0%,32.9%,48.3%,7.0%,11.2%,0%,2.1%,2.1%,18.9%,0%,0.7%,0%,3.5%,Yes
0,1,0,6,1-1-1,57.6%,69.1%,30.9%,35.3%,36.4%,44.1%,5.9%,13.6%,0%,0.8%,2.5%,19.5%,0%,0%,0%,2.5%,Yes
0,1,0,7,0-0-0,47.7%,74.5%,25.5%,38.7%,41.1%,41.8%,4.9%,12.0%,0%,0.7%,1.6%,17.1%,0%,0.2%,0.2%,0%,Yes
0,1,0,7,1-0-0,50.5%,74.6%,25.4%,38.7%,36.9%,44.9%,5.0%,12.8%,0%,0.5%,2.0%,18.1%,0%,0.5%,0.1%,0.5%,Yes
0,1,0,7,0-1-0,49.3%,77.9%,22.1%,43.6%,40.1%,43.0%,2.6%,13.8%,0%,0.6%,1.4%,16.9%,0%,0%,0.3%,1.4%,Yes
0,1,0,7,1-1-0,47.4%,80.3%,19.7%,39.9%,41.3%,39.6%,5.2%,13.8%,0%,1.0%,1.5%,19.2%,0%,0.2%,0%,1.7%,Yes
0,1,0,7,1-0-1,47.7%,74.5%,25.5%,31.4%,43.0%,36.4%,9.3%,11.2%,0%,1.9%,3.7%,20.6%,0%,1.9%,0%,1.9%,Yes
0,1,0,7,1-1-1,50.0%,70.2%,29.8%,33.3%,42.1%,39.5%,5.3%,12.3%,0%,0%,1.8%,18.4%,0%,0.9%,0%,1.8%,Yes
0,1,0,8,0-0-0,47.7%,72.9%,27.1%,38.0%,39.8%,43.6%,5.2%,11.3%,0%,0.7%,1.9%,16.7%,0%,0.3%,0.2%,0%,Yes
0,1,0,8,1-0-0,53.1%,76.9%,23.1%,40.7%,36.0%,44.8%,6.3%,12.6%,0%,0.5%,1.6%,19.2%,0%,0.1%,0.2%,0.9%,Yes
0,1,0,8,0-1-0,51.7%,76.4%,23.6%,40.2%,37.1%,44.2%,6.0%,12.5%,0%,0.5%,1.8%,18.7%,0%,0.3%,0.3%,0.8%,Yes
0,1,0,8,1-1-0,49.3%,70.2%,29.8%,32.2%,36.5%,44.8%,6.9%,11.6%,0%,0.5%,1.2%,18.7%,0%,0%,0%,1.4%,Yes
0,1,0,8,1-0-1,58.3%,72.7%,27.3%,37.7%,34.1%,45.5%,6.8%,13.6%,0%,0%,1.5%,20.5%,0%,0%,0%,5.3%,Yes
0,1,0,8,1-1-1,50.0%,72.1%,27.9%,34.4%,43.4%,37.7%,8.2%,9.8%,0%,0%,1.6%,18.9%,0%,0%,0%,3.3%,Yes
0,1,0,9,0-0-0,49.1%,72.2%,27.8%,37.1%,39.0%,43.8%,5.4%,11.6%,0%,0.7%,1.8%,17.2%,0%,0.2%,0.2%,0%,Yes
0,1,0,9,1-0-0,51.6%,76.5%,23.5%,39.6%,35.8%,45.2%,5.1%,13.8%,0%,0.4%,1.7%,19.0%,0%,0.5%,0%,0.9%,Yes
0,1,0,9,0-1-0,54.1%,74.7%,25.3%,24.7%,35.2%,37.8%,9.4%,16.9%,0%,0.3%,2.9%,27.0%,0%,0.3%,0.7%,2.0%,Yes
0,1,0,9,1-1-0,54.3%,75.1%,24.9%,33.1%,36.3%,40.8%,4.8%,18.0%,0%,0.6%,2.3%,22.8%,0%,0%,0%,2.9%,Yes
0,1,0,9,1-1-1,62.9%,66.7%,33.3%,31.8%,27.6%,50.5%,9.5%,10.5%,0%,0%,1.0%,21.9%,0%,0%,1.0%,4.8%,Yes
0,1,1,1,0-0-0,47.8%,71.7%,28.3%,36.9%,40.9%,42.4%,5.6%,10.9%,0%,0.8%,1.7%,16.6%,0%,0.4%,0.2%,0%,Yes
0,1,1,1,1-0-0,51.4%,75.2%,24.8%,41.5%,38.6%,44.1%,5.6%,11.6%,0%,0.8%,2.0%,17.3%,0%,0.3%,0.1%,0.0%,Yes
0,1,1,1,0-1-0,47.7%,78.2%,21.8%,41.1%,42.1%,40.2%,6.6%,11.0%,0%,1.2%,2.3%,17.7%,0%,0.4%,0.1%,0%,Yes
0,1,1,1,0-0-1,54.0%,66.9%,33.1%,36.4%,38.8%,44.6%,6.2%,9.4%,0%,0.4%,1.8%,16.5%,0%,0.4%,0%,4.5%,Yes
0,1,1,1,1-1-0,52.2%,73.3%,26.7%,41.3%,37.1%,46.2%,4.6%,12.2%,0%,0.4%,1.0%,16.7%,0%,0.4%,0%,0%,Yes
0,1,1,1,1-0-1,52.4%,75.8%,24.2%,40.0%,40.3%,41.0%,5.7%,12.7%,0%,0.6%,2.2%,18.7%,0%,0.3%,0%,3.5%,Yes
0,1,1,1,0-1-1,52.0%,74.7%,25.3%,48.4%,42.9%,43.4%,4.6%,9.1%,0%,0%,0.6%,13.7%,0%,1.1%,0%,1.7%,Yes
0,1,1,1,1-1-1,50.2%,74.8%,25.2%,47.8%,44.1%,42.4%,5.2%,8.3%,0%,1.3%,2.6%,13.5%,0%,0.4%,0%,1.7%,Yes
0,1,1,2,0-0-0,47.8%,73.2%,26.8%,38.4%,40.1%,43.3%,5.3%,11.2%,0%,0.5%,1.7%,16.6%,0%,0.1%,0.1%,0%,Yes
0,1,1,2,1-0-0,50.9%,75.7%,24.3%,39.3%,38.4%,43.0%,7.1%,11.2%,0%,0.7%,1.7%,18.5%,0%,0.5%,0.0%,0.0%,Yes
0,1,1,2,0-1-0,47.9%,70.7%,29.3%,36.1%,41.7%,41.7%,5.4%,11.1%,0%,0.6%,2.0%,16.6%,0%,0.4%,0.1%,0%,Yes
0,1,1,2,0-0-1,54.2%,66.1%,33.9%,39.4%,38.3%,47.3%,7.5%,6.0%,0%,0.5%,1.5%,14.4%,0%,0%,0.5%,3.0%,Yes
0,1,1,2,1-1-0,48.4%,75.1%,24.9%,36.9%,39.4%,42.1%,6.2%,12.1%,0%,0.5%,2.1%,18.5%,0%,0.3%,0.1%,0%,Yes
0,1,1,2,1-0-1,53.9%,77.3%,22.7%,37.2%,38.2%,40.1%,8.2%,12.5%,0%,0.6%,2.8%,21.6%,0%,0%,0.3%,5.0%,Yes
0,1,1,2,0-1-1,58.2%,77.6%,22.4%,36.4%,34.2%,41.8%,10.9%,12.5%,0%,0.5%,1.6%,23.9%,0%,0%,0%,4.3%,Yes
0,1,1,2,1-1-1,50.5%,74.8%,25.2%,42.1%,38.2%,45.3%,5.7%,10.8%,0%,0.5%,0.9%,16.5%,0%,0%,0%,2.4%,Yes
0,1,1,3,0-0-0,46.2%,74.1%,25.9%,39.2%,41.8%,42.1%,5.0%,11.0%,0%,0.7%,1.5%,16.1%,0%,0.2%,0.1%,0%,Yes
0,1,1,3,1-0-0,48.6%,75.7%,24.3%,39.8%,41.4%,41.2%,6.2%,10.9%,0%,0.9%,1.7%,17.4%,0%,0.3%,0.1%,0%,Yes
0,1,1,3,0-1-0,52.8%,78.6%,21.4%,40.5%,39.4%,40.5%,6.5%,13.5%,0%,0.8%,2.0%,20.1%,0%,0.1%,0.1%,0%,Yes
0,1,1,3,0-0-1,53.8%,73.3%,26.7%,43.3%,39.0%,44.8%,5.4%,10.3%,0%,0.4%,1.8%,16.1%,0%,0%,0%,4.5%,Yes
0,1,1,3,1-1-0,50.0%,77.8%,22.2%,39.5%,38.8%,42.1%,5.6%,13.0%,0%,1.9%,2.7%,19.2%,0%,0%,0.1%,0%,Yes
0,1,1,3,1-0-1,58.9%,79.3%,20.7%,40.8%,32.4%,44.9%,7.3%,15.0%,0%,0.7%,3.5%,22.6%,0%,0.3%,0.3%,3.8%,Yes
0,1,1,3,0-1-1,61.5%,76.4%,23.6%,41.8%,32.4%,46.4%,6.7%,14.0%,0%,0.6%,3.4%,21.2%,0%,0%,0.6%,5.6%,Yes
0,1,1,3,1-1-1,58.6%,75.0%,25.0%,38.4%,34.6%,44.0%,8.4%,13.1%,0%,1.0%,1.6%,21.5%,0%,0%,0%,2.1%,Yes
0,1,1,4,0-0-0,49.0%,75.6%,24.4%,39.3%,40.1%,42.2%,5.8%,11.9%,0%,0.9%,2.2%,17.8%,0%,0.3%,0.1%,0%,Yes
0,1,1,4,1-0-0,50.9%,77.2%,22.8%,38.0%,38.5%,41.6%,5.9%,13.7%,0%,0.7%,1.8%,20.0%,0%,0.4%,0.0%,0.0%,Yes
0,1,1,4,0-1-0,49.6%,76.7%,23.3%,36.7%,39.7%,40.5%,6.6%,12.9%,0%,1.0%,2.2%,19.8%,0%,0%,0.3%,0%,Yes
0,1,1,4,0-0-1,59.0%,75.2%,24.8%,40.8%,35.8%,43.9%,8.5%,11.3%,0%,0%,0.9%,20.3%,0%,1.4%,0%,2.4%,Yes
0,1,1,4,1-1-0,52.8%,77.4%,22.6%,40.7%,35.8%,44.9%,8.5%,10.6%,0%,1.2%,3.0%,19.4%,0%,0.7%,0.1%,0.1%,Yes
0,1,1,4,1-0-1,56.2%,73.3%,26.7%,36.1%,36.9%,42.2%,7.5%,13.4%,0%,0.3%,1.6%,20.9%,0%,0%,0%,4.7%,Yes
0,1,1,4,0-1-1,54.8%,70.9%,29.1%,41.7%,38.3%,45.7%,5.3%,9.0%,0%,0%,1.1%,16.0%,0%,0.5%,0%,3.7%,Yes
0,1,1,4,1-1-1,56.2%,77.9%,22.1%,41.0%,35.5%,43.8%,5.5%,15.2%,0%,0.5%,1.4%,20.7%,0%,0%,0%,5.1%,Yes
0,1,1,5,0-0-0,46.5%,76.5%,23.5%,38.4%,42.3%,40.0%,5.7%,11.9%,0%,0.7%,1.8%,17.7%,0%,0.3%,0.1%,0%,Yes
0,1,1,5,1-0-0,49.5%,77.2%,22.8%,38.7%,39.7%,41.3%,6.1%,12.6%,0%,0.7%,1.8%,19.0%,0%,0.5%,0.1%,0.0%,Yes
0,1,1,5,0-1-0,47.9%,80.0%,20.0%,41.1%,41.8%,39.5%,5.9%,12.6%,0%,0.7%,1.6%,18.6%,0%,0.5%,0.1%,0%,Yes
0,1,1,5,0-0-1,51.4%,77.8%,22.2%,45.4%,40.5%,42.9%,6.7%,10.0%,0%,1.0%,1.0%,16.7%,0%,1.0%,0%,3.3%,Yes
